net,length_um
_15761_,86.24
mgmt_buffers.mprj_dat_o_core\[22\],86.24
soc.core.mgmtsoc_scratch_storage\[29\],86.24
user_io_oeb\[16\],86.15
soc.core.VexRiscv.execute_to_memory_INSTRUCTION\[10\],86.07
soc.core.VexRiscv.IBusCachedPlugin_cache.reset,86.02
clknet_leaf_1084_clock_ctrl.core_clk,86.02
_05461_,85.97
soc.core.la_out_storage\[55\],85.97
clknet_leaf_934_clock_ctrl.core_clk,85.97
clknet_leaf_384_clock_ctrl.core_clk,85.92
_14494_,85.78
soc.core.VexRiscv.memory_to_writeBack_REGFILE_WRITE_DATA\[3\],85.78
soc.core.VexRiscv.RegFilePlugin_regFile\[16\]\[25\],85.73
soc.core.mgmtsoc_litespisdrphycore_sr_out\[14\],85.7
clknet_leaf_316_clock_ctrl.core_clk,85.7
clknet_leaf_791_clock_ctrl.core_clk,85.7
gpio_control_in_1\[8\].pad_gpio_outen,85.68
pll.itrim\[9\],85.68
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[3\]\[26\],85.68
soc.core.mgmtsoc_vexriscv_debug_bus_dat_r\[16\],85.68
gpio_control_in_2\[7\].gpio_defaults\[0\],85.555
clknet_leaf_951_clock_ctrl.core_clk,85.51
soc.core.VexRiscv.IBusCachedPlugin_cache.lineLoader_address\[9\],85.46
soc.core.VexRiscv.RegFilePlugin_regFile\[26\]\[31\],85.46
soc.core.VexRiscv.RegFilePlugin_regFile\[30\]\[5\],85.46
clknet_leaf_698_clock_ctrl.core_clk,85.46
clknet_leaf_910_clock_ctrl.core_clk,85.46
clknet_leaf_994_clock_ctrl.core_clk,85.46
soc.core.VexRiscv.RegFilePlugin_regFile\[16\]\[7\],85.41
soc.core.dbg_uart_address\[23\],85.41
soc.core.spi_master_control_re,85.41
soc.core.spi_master_cs,85.41
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[3\]\[25\],85.36
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[5\]\[25\],85.36
soc.core.VexRiscv.RegFilePlugin_regFile\[12\]\[2\],85.22
_00091_,85.17
gpio_control_in_2\[13\].shift_register\[5\],85.17
soc.core.VexRiscv.dBusWishbone_DAT_MOSI\[30\],85.17
soc.core.VexRiscv.memory_to_writeBack_REGFILE_WRITE_DATA\[24\],85.17
soc.core.la_out_storage\[3\],85.17
_07087_,85.12
_08575_,85.12
_10410_,85.12
gpio_control_in_1a\[2\].shift_register\[3\],85.12
gpio_control_in_1a\[3\].gpio_slew_sel,85.12
net73,85.12
net1977,85.12
net2352,85.12
soc.core.mgmtsoc_bus_errors\[3\],85.09
clknet_leaf_1327_clock_ctrl.core_clk,85.09
gpio_control_in_2\[9\].gpio_defaults\[0\],85.045
gpio_control_in_2\[5\].gpio_defaults\[4\],84.995
_12047_,84.9
gpio_control_in_2\[7\].shift_register\[8\],84.85
soc.core.VexRiscv.IBusCachedPlugin_cache.io_cpu_fetch_isValid,84.85
soc.core.VexRiscv.RegFilePlugin_regFile\[18\]\[2\],84.85
_09476_,84.8
soc.core.VexRiscv.IBusCachedPlugin_cache._zz_banks_0_port1\[6\],84.8
soc.core.mgmtsoc_litespisdrphycore_cnt\[6\],84.8
gpio_control_in_1\[5\].gpio_defaults\[4\],84.755
clknet_leaf_956_clock_ctrl.core_clk,84.72
_06943_,84.66
_15776_,84.66
_05886_,84.61
mgmt_buffers.la_data_in_mprj_bar\[35\],84.61
soc.core.VexRiscv.RegFilePlugin_regFile\[15\]\[9\],84.61
soc.core.VexRiscv.dBusWishbone_ADR\[2\],84.61
soc.core.interface10_bank_bus_dat_r\[21\],84.61
soc.core.mgmtsoc_master_phyconfig_storage\[14\],84.61
net144,84.61
net2295,84.61
_10425_,84.56
_11734_,84.56
_15418_,84.56
gpio_control_in_1\[5\].shift_register\[8\],84.56
gpio_control_in_2\[6\].shift_register\[6\],84.56
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[15\]\[25\],84.56
soc.core.VexRiscv.RegFilePlugin_regFile\[24\]\[11\],84.56
net1231,84.56
net2372,84.56
net2416,84.56
soc.core.VexRiscv.IBusCachedPlugin_cache._zz_fetchStage_read_waysValues_0_tag_valid_2\[8\],84.48
soc.core.mgmtsoc_litespimmap_burst_adr\[11\],84.48
_08471_,84.44
pll.div\[0\],84.42
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[9\]\[25\],84.34
clknet_leaf_577_clock_ctrl.core_clk,84.34
clknet_leaf_1017_clock_ctrl.core_clk,84.34
_08656_,84.29
soc.core.VexRiscv.DebugPlugin_busReadDataReg\[2\],84.29
soc.core.VexRiscv.RegFilePlugin_regFile\[27\]\[31\],84.29
clknet_leaf_1101_clock_ctrl.core_clk,84.29
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[11\]\[25\],84.24
soc.core.mgmtsoc_litespimmap_burst_adr\[28\],84.24
net1013,84.24
clknet_leaf_70_clock_ctrl.core_clk,84.15
clknet_leaf_586_clock_ctrl.core_clk,84.15
clknet_leaf_602_clock_ctrl.core_clk,84.15
mprj_io_ie[22],84.125
_10345_,84.05
_10729_,84.05
gpio_control_in_1\[2\].gpio_oe_override,84.05
gpio_control_in_1a\[0\].serial_data_out,84.05
gpio_control_in_2\[8\].shift_register\[3\],84.05
gpio_control_in_2\[9\].gpio_inen,84.05
soc.core.VexRiscv.IBusCachedPlugin_cache._zz_fetchStage_read_waysValues_0_tag_valid_2\[12\],84.05
_00029_,84
_01444_,84
_02904_,84
_09765_,84
_10459_,84
_11700_,84
_13652_,84
_15381_,84
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[4\]\[19\],84
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[6\]\[25\],84
soc.core.VexRiscv._zz_RegFilePlugin_regFile_port1\[22\],84
clknet_leaf_1266_clock_ctrl.core_clk,84
clknet_leaf_866_clock_ctrl.core_clk,83.97
soc.core.mgmtsoc_litespimmap_burst_adr\[18\],83.92
gpio_control_in_2\[0\].gpio_defaults\[1\],83.885
gpio_control_in_2\[15\].gpio_defaults\[0\],83.875
gpio_control_in_2\[5\].gpio_defaults\[0\],83.875
mgmt_buffers.la_data_in_core\[37\],83.86
gpio_control_in_1a\[0\].gpio_defaults\[4\],83.855
gpio_control_in_2\[13\].gpio_defaults\[3\],83.79
_11768_,83.78
soc.core.VexRiscv.IBusCachedPlugin_cache.lineLoader_address\[27\],83.78
soc.core.VexRiscv.RegFilePlugin_regFile\[10\]\[1\],83.73
soc.core.VexRiscv.RegFilePlugin_regFile\[15\]\[31\],83.73
clknet_leaf_608_clock_ctrl.core_clk,83.73
_04970_,83.68
_05935_,83.68
soc.core.mgmtsoc_load_storage\[10\],83.68
soc.core.VexRiscv.IBusCachedPlugin_cache._zz_banks_0_port1\[18\],83.54
gpio_control_bidir_2\[0\].gpio_defaults\[8\],83.505
_08526_,83.49
_11684_,83.49
_11836_,83.49
soc.core.VexRiscv.DebugPlugin_busReadDataReg\[19\],83.49
soc.core.VexRiscv.IBusCachedPlugin_cache._zz_banks_0_port1\[5\],83.49
soc.core.mgmtsoc_master_rx_fifo_source_payload_data\[29\],83.49
_01144_,83.44
_05022_,83.44
_12857_,83.44
_13870_,83.44
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[5\]\[8\],83.44
net170,83.44
net378,83.44
soc.core.VexRiscv.RegFilePlugin_regFile\[2\]\[10\],83.41
clknet_leaf_322_clock_ctrl.core_clk,83.41
clknet_leaf_338_clock_ctrl.core_clk,83.41
clknet_leaf_531_clock_ctrl.core_clk,83.41
gpio_control_in_2\[0\].gpio_defaults\[3\],83.4
gpio_control_bidir_2\[0\].gpio_defaults\[0\],83.315
gpio_control_in_2\[13\].gpio_defaults\[8\],83.315
_05906_,83.22
_08474_,83.22
_05102_,83.17
pll.pll_control.count0\[1\],83.17
soc.core.VexRiscv.IBusCachedPlugin_cache._zz_fetchStage_read_waysValues_0_tag_valid_2\[0\],83.17
soc.core.VexRiscv.DBusSimplePlugin_memoryExceptionPort_payload_badAddr\[3\],83.12
soc.core.VexRiscv.RegFilePlugin_regFile\[23\]\[1\],83.12
soc.core.spi_master_mosi_storage\[4\],83.12
clknet_leaf_425_clock_ctrl.core_clk,83.12
gpio_control_in_2\[12\].gpio_defaults\[3\],83.09
_13106_,83.04
_11279_,82.93
gpio_control_in_2\[12\].shift_register\[5\],82.93
gpio_control_in_2\[5\].shift_register\[8\],82.93
soc.core.VexRiscv.DebugPlugin_busReadDataReg\[6\],82.93
soc.core.count\[1\],82.93
net1315,82.93
clknet_leaf_983_clock_ctrl.core_clk,82.93
clknet_leaf_669_clock_ctrl.core_clk,82.9
_04112_,82.88
_09532_,82.88
gpio_control_in_2\[6\].mgmt_ena,82.88
pll.pll_control.count0\[4\],82.88
soc.core.la_out_storage\[56\],82.88
net1660,82.88
clknet_leaf_1035_clock_ctrl.core_clk,82.88
net2490,82.88
gpio_control_bidir_2\[0\].gpio_defaults\[4\],82.755
mgmt_buffers.la_oenb_core\[9\],82.74
user_io_oeb\[5\],82.74
gpio_control_in_2\[5\].gpio_defaults\[7\],82.665
soc.core.VexRiscv.RegFilePlugin_regFile\[3\]\[10\],82.66
clknet_leaf_1205_clock_ctrl.core_clk,82.66
_14341_,82.61
soc.core.VexRiscv.RegFilePlugin_regFile\[29\]\[2\],82.61
soc.core.VexRiscv._zz_execute_ENV_CTRL\[1\],82.61
soc.core.la_ien_storage\[0\],82.61
_05197_,82.56
soc.core.VexRiscv.RegFilePlugin_regFile\[17\]\[1\],82.56
clknet_leaf_624_clock_ctrl.core_clk,82.56
_04772_,82.42
clknet_leaf_1233_clock_ctrl.core_clk,82.42
_05059_,82.37
_07570_,82.37
gpio_control_in_2\[3\].gpio_inen,82.37
soc.core.dbg_uart_data\[18\],82.37
soc.core.la_ien_storage\[1\],82.37
clknet_leaf_455_clock_ctrl.core_clk,82.37
net2287,82.37
net2297,82.37
_03882_,82.32
_05025_,82.32
_08081_,82.32
_08452_,82.32
_14437_,82.32
_14673_,82.32
_15020_,82.32
gpio_control_in_1\[2\].shift_register\[0\],82.32
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[0\]\[9\],82.32
soc.core.VexRiscv.RegFilePlugin_regFile\[7\]\[2\],82.32
soc.core.VexRiscv._zz_execute_ALU_CTRL\[1\],82.32
soc.core.la_out_storage\[11\],82.32
net149,82.32
clknet_leaf_856_clock_ctrl.core_clk,82.32
soc.core.VexRiscv.RegFilePlugin_regFile\[16\]\[24\],82.24
clknet_leaf_1112_clock_ctrl.core_clk,82.2
soc.core.uart_phy_rx_data\[5\],82.1
clknet_leaf_85_clock_ctrl.core_clk,82.1
soc.core.VexRiscv._zz_CsrPlugin_csrMapping_readDataInit\[3\],82.05
clknet_leaf_226_clock_ctrl.core_clk,82.05
clknet_leaf_995_clock_ctrl.core_clk,82.05
gpio_control_in_2\[0\].gpio_defaults\[5\],82.03
clknet_leaf_607_clock_ctrl.core_clk,82.02
_05823_,82
_09139_,82
soc.core.VexRiscv.IBusCachedPlugin_cache.decodeStage_mmuRsp_physicalAddress\[19\],82
soc.core.VexRiscv.dBusWishbone_DAT_MOSI\[9\],82
clknet_leaf_787_clock_ctrl.core_clk,82
clknet_leaf_279_clock_ctrl.core_clk,81.91
soc.core.VexRiscv.IBusCachedPlugin_cache.lineLoader_wordIndex\[1\],81.86
clknet_leaf_1050_clock_ctrl.core_clk,81.86
clknet_leaf_359_clock_ctrl.core_clk,81.83
_09878_,81.81
_14112_,81.81
_14510_,81.81
soc.core.la_ien_storage\[35\],81.81
clknet_leaf_981_clock_ctrl.core_clk,81.81
_15249_,81.78
clknet_leaf_714_clock_ctrl.core_clk,81.78
clknet_leaf_870_clock_ctrl.core_clk,81.78
_01399_,81.76
_01463_,81.76
_02573_,81.76
_04021_,81.76
_04982_,81.76
_04996_,81.76
_06107_,81.76
_08433_,81.76
_09031_,81.76
_09478_,81.76
_14396_,81.76
_15357_,81.76
_15686_,81.76
gpio_control_in_1\[10\].shift_register\[4\],81.76
soc.core.VexRiscv.BranchPlugin_branchExceptionPort_payload_badAddr\[21\],81.76
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[6\]\[0\],81.76
clknet_leaf_601_clock_ctrl.core_clk,81.76
soc.core.spi_master_clk_divider1\[2\],81.73
clknet_leaf_610_clock_ctrl.core_clk,81.73
soc.core.VexRiscv.RegFilePlugin_regFile\[18\]\[7\],81.68
soc.core.VexRiscv.RegFilePlugin_regFile\[1\]\[23\],81.59
_12754_,81.54
soc.core.VexRiscv.RegFilePlugin_regFile\[4\]\[30\],81.54
soc.core.mgmtsoc_vexriscv_i_cmd_payload_data\[3\],81.54
soc.core.VexRiscv.CsrPlugin_mepc\[9\],81.49
soc.core.VexRiscv.RegFilePlugin_regFile\[16\]\[11\],81.49
_08625_,81.44
soc.core.VexRiscv.RegFilePlugin_regFile\[23\]\[21\],81.35
clknet_leaf_986_clock_ctrl.core_clk,81.35
_14729_,81.25
soc.core.mgmtsoc_vexriscv_i_cmd_payload_data\[12\],81.25
net161,81.25
clknet_leaf_324_clock_ctrl.core_clk,81.25
_04022_,81.2
_08758_,81.2
_09729_,81.2
_09944_,81.2
net1869,81.2
gpio_control_in_2\[13\].gpio_defaults\[2\],81.165
clknet_leaf_941_clock_ctrl.core_clk,81.12
gpio_control_in_2\[9\].gpio_defaults\[8\],81.075
gpio_control_in_2\[8\].gpio_defaults\[7\],80.985
soc.core.VexRiscv.DBusSimplePlugin_memoryExceptionPort_payload_badAddr\[28\],80.98
soc.core.mgmtsoc_master_tx_fifo_source_payload_width\[3\],80.98
clknet_leaf_781_clock_ctrl.core_clk,80.98
clknet_leaf_997_clock_ctrl.core_clk,80.98
gpio_control_in_2\[1\].shift_register\[9\],80.93
soc.core.VexRiscv.RegFilePlugin_regFile\[10\]\[31\],80.93
soc.core.VexRiscv.RegFilePlugin_regFile\[24\]\[7\],80.93
soc.core.mgmtsoc_bus_errors\[9\],80.93
clknet_leaf_389_clock_ctrl.core_clk,80.93
clknet_leaf_675_clock_ctrl.core_clk,80.93
soc.core.VexRiscv.RegFilePlugin_regFile\[5\]\[1\],80.88
clknet_leaf_1001_clock_ctrl.core_clk,80.85
gpio_control_in_1\[9\].gpio_defaults\[3\],80.84
clknet_leaf_715_clock_ctrl.core_clk,80.79
_09851_,80.74
_01187_,80.69
_01441_,80.69
_02283_,80.69
_10650_,80.69
soc.core.VexRiscv.CsrPlugin_mepc\[7\],80.69
soc.core.uart_tx_pending,80.69
net2375,80.69
_09394_,80.64
_10476_,80.64
_15691_,80.64
gpio_control_in_1a\[3\].pad_gpio_out,80.64
soc.core.VexRiscv.dBusWishbone_DAT_MISO\[5\],80.64
net227,80.64
clknet_leaf_968_clock_ctrl.core_clk,80.61
gpio_control_in_1a\[2\].gpio_defaults\[5\],80.595
clknet_leaf_612_clock_ctrl.core_clk,80.52
gpio_control_in_1a\[1\].gpio_defaults\[8\],80.495
clknet_leaf_583_clock_ctrl.core_clk,80.42
gpio_control_in_2\[14\].gpio_defaults\[5\],80.41
_09372_,80.37
_09458_,80.37
soc.core.VexRiscv.RegFilePlugin_regFile\[27\]\[2\],80.37
soc.core.VexRiscv.RegFilePlugin_regFile\[3\]\[12\],80.37
_15993_,80.32
clknet_leaf_613_clock_ctrl.core_clk,80.23
clknet_leaf_1335_clock_ctrl.core_clk,80.23
_11746_,80.13
gpio_control_in_2\[7\].pad_gpio_out,80.13
soc.core.VexRiscv.CsrPlugin_mstatus_MIE,80.13
clknet_leaf_794_clock_ctrl.core_clk,80.13
clknet_leaf_830_clock_ctrl.core_clk,80.13
clknet_1_1_3_clock_ctrl.core_clk,80.13
net2363,80.13
_03873_,80.08
_04103_,80.08
_06073_,80.08
_07228_,80.08
_11445_,80.08
gpio_control_in_1\[3\].gpio_pullup_sel,80.08
net87,80.08
net325,80.08
clknet_leaf_914_clock_ctrl.core_clk,80.08
clknet_leaf_1153_clock_ctrl.core_clk,79.86
_09516_,79.81
gpio_control_in_2\[8\].shift_register\[9\],79.81
_08643_,79.76
clknet_leaf_1170_clock_ctrl.core_clk,79.76
gpio_control_in_1\[8\].gpio_defaults\[4\],79.715
clknet_leaf_182_clock_ctrl.core_clk,79.68
mprj_io_schmitt_sel[15],79.63
_00390_,79.62
_04771_,79.57
soc.core.VexRiscv.DBusSimplePlugin_memoryExceptionPort_payload_badAddr\[25\],79.57
soc.core.VexRiscv.RegFilePlugin_regFile\[1\]\[11\],79.57
clknet_leaf_52_clock_ctrl.core_clk,79.57
clknet_leaf_161_clock_ctrl.core_clk,79.57
soc.core.spi_master_clk_divider1\[9\],79.54
_00055_,79.52
_02420_,79.52
_03937_,79.52
_04436_,79.52
_05921_,79.52
_08873_,79.52
_12424_,79.52
net180,79.52
_05460_,79.49
_14204_,79.49
clknet_leaf_645_clock_ctrl.core_clk,79.49
clknet_leaf_810_clock_ctrl.core_clk,79.49
clknet_leaf_1269_clock_ctrl.core_clk,79.49
_05850_,79.44
net1957,79.38
soc.core.VexRiscv.CsrPlugin_mepc\[4\],79.3
soc.core.VexRiscv.RegFilePlugin_regFile\[8\]\[14\],79.3
clknet_leaf_1324_clock_ctrl.core_clk,79.3
soc.core.VexRiscv.IBusCachedPlugin_cache.lineLoader_address\[29\],79.25
soc.core.VexRiscv.RegFilePlugin_regFile\[20\]\[5\],79.25
soc.core.dbg_uart_address\[24\],79.25
clknet_leaf_1133_clock_ctrl.core_clk,79.25
_09246_,79.2
soc.core.VexRiscv.RegFilePlugin_regFile\[15\]\[12\],79.2
gpio_control_in_2\[10\].gpio_defaults\[1\],79.195
_05679_,79.01
_15368_,79.01
_15567_,79.01
soc.core.VexRiscv.RegFilePlugin_regFile\[3\]\[2\],79.01
net82,79.01
net138,79.01
_05092_,78.96
_08098_,78.96
_08969_,78.96
_09366_,78.96
gpio_control_bidir_1\[1\].gpio_pullup_sel,78.96
gpio_control_in_1\[8\].gpio_defaults\[7\],78.96
gpio_control_in_1a\[4\].gpio_oe_override,78.96
soc.core.VexRiscv.RegFilePlugin_regFile\[25\]\[11\],78.96
clknet_leaf_912_clock_ctrl.core_clk,78.84
gpio_control_bidir_2\[0\].gpio_defaults\[9\],78.79
_11920_,78.74
clknet_leaf_726_clock_ctrl.core_clk,78.74
_05196_,78.69
_08508_,78.69
_15640_,78.69
soc.core.VexRiscv.RegFilePlugin_regFile\[7\]\[10\],78.69
soc.core.la_out_storage\[51\],78.69
clknet_leaf_430_clock_ctrl.core_clk,78.69
clknet_leaf_1316_clock_ctrl.core_clk,78.69
_13441_,78.66
_05803_,78.64
soc.core.mgmtsoc_load_storage\[19\],78.64
clknet_leaf_468_clock_ctrl.core_clk,78.64
gpio_control_in_2\[8\].gpio_defaults\[1\],78.585
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[2\]\[18\],78.5
clknet_leaf_550_clock_ctrl.core_clk,78.5
clknet_leaf_939_clock_ctrl.core_clk,78.47
_00023_,78.45
_05042_,78.45
_08595_,78.45
_09509_,78.45
_13083_,78.45
gpio_control_in_2\[10\].shift_register\[9\],78.45
gpio_control_in_2\[3\].gpio_pulldown_sel,78.45
soc.core.VexRiscv.RegFilePlugin_regFile\[23\]\[22\],78.45
soc.core.la_out_storage\[32\],78.45
net114,78.45
_00043_,78.4
_00254_,78.4
_01539_,78.4
_01948_,78.4
_05270_,78.4
_08393_,78.4
_08553_,78.4
_11744_,78.4
_13679_,78.4
gpio_control_in_1\[9\].gpio_pullup_sel,78.4
mgmt_buffers.la_data_in_enable\[35\],78.4
clknet_leaf_146_clock_ctrl.core_clk,78.37
user_io_oeb\[19\],78.26
gpio_control_in_2\[8\].gpio_defaults\[5\],78.17
_09241_,78.13
gpio_control_in_2\[5\].shift_register\[6\],78.13
soc.core.VexRiscv.RegFilePlugin_regFile\[14\]\[2\],78.13
clknet_leaf_519_clock_ctrl.core_clk,78.13
clknet_leaf_857_clock_ctrl.core_clk,78.1
clknet_leaf_1013_clock_ctrl.core_clk,78.1
gpio_control_in_1a\[2\].shift_register\[0\],78.08
soc.core.VexRiscv.RegFilePlugin_regFile\[1\]\[31\],78.08
soc.core.VexRiscv.RegFilePlugin_regFile\[26\]\[1\],78.08
soc.core.VexRiscv.RegFilePlugin_regFile\[2\]\[11\],78.08
soc.core.spi_master_count\[2\],78.08
soc.core.uart_rx_pending,78.08
gpio_control_bidir_2\[0\].gpio_defaults\[1\],78.075
gpio_control_in_2\[4\].gpio_defaults\[2\],78.065
gpio_control_in_1\[10\].gpio_defaults\[3\],77.995
clknet_leaf_926_clock_ctrl.core_clk,77.94
_09006_,77.89
_11830_,77.89
_12159_,77.89
gpio_control_in_1\[5\].shift_register\[4\],77.89
soc.core.VexRiscv._zz_execute_SHIFT_CTRL\[1\],77.89
clknet_leaf_881_clock_ctrl.core_clk,77.89
_01783_,77.84
_05014_,77.84
_06505_,77.84
_06840_,77.84
_07254_,77.84
_08994_,77.84
_09504_,77.84
_09872_,77.84
_15493_,77.84
soc.core.VexRiscv.dBusWishbone_ADR\[11\],77.84
soc.core.dbg_uart_cmd\[2\],77.84
soc.core.storage_1\[12\]\[6\],77.84
clknet_leaf_248_clock_ctrl.core_clk,77.81
gpio_control_bidir_1\[0\].gpio_defaults\[7\],77.745
clknet_leaf_167_clock_ctrl.core_clk,77.62
clknet_leaf_402_clock_ctrl.core_clk,77.62
clknet_leaf_952_clock_ctrl.core_clk,77.62
_09469_,77.57
soc.core.mgmtsoc_litespisdrphycore_sr_in\[22\],77.57
clknet_leaf_887_clock_ctrl.core_clk,77.57
_10263_,77.52
soc.core.VexRiscv.dBusWishbone_DAT_MOSI\[5\],77.52
soc.core.dbg_uart_tx_count\[3\],77.43
_08519_,77.4
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[0\]\[23\],77.38
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[7\]\[25\],77.38
soc.core.la_ien_storage\[39\],77.38
clknet_leaf_1286_clock_ctrl.core_clk,77.35
_00038_,77.33
_08702_,77.33
soc.core.VexRiscv.RegFilePlugin_regFile\[19\]\[24\],77.33
soc.core.VexRiscv.RegFilePlugin_regFile\[31\]\[2\],77.33
net357,77.33
clknet_leaf_158_clock_ctrl.core_clk,77.33
clknet_leaf_808_clock_ctrl.core_clk,77.33
clknet_leaf_884_clock_ctrl.core_clk,77.33
clknet_leaf_225_clock_ctrl.core_clk,77.3
clknet_leaf_463_clock_ctrl.core_clk,77.3
_01102_,77.28
_04777_,77.28
_05113_,77.28
_08066_,77.28
_08961_,77.28
_09535_,77.28
_13657_,77.28
_13734_,77.28
gpio_control_in_2\[14\].shift_register\[5\],77.28
soc.core.interface0_bank_bus_dat_r\[27\],77.28
soc.core.interface6_bank_bus_dat_r\[26\],77.28
soc.core.mgmtsoc_vexriscv_i_cmd_payload_data\[14\],77.28
soc.core.spi_master_control_storage\[0\],77.28
clknet_leaf_92_clock_ctrl.core_clk,77.28
clknet_leaf_229_clock_ctrl.core_clk,77.25
soc.core.VexRiscv._zz_CsrPlugin_csrMapping_readDataInit\[7\],77.2
clock_ctrl.divider2.N\[2\],77.14
mgmt_buffers.la_data_in_core\[13\],77.14
_10086_,77.11
soc.core.VexRiscv.RegFilePlugin_regFile\[14\]\[30\],77.06
soc.core.uart_rx_fifo_readable,77.06
soc.core.VexRiscv.RegFilePlugin_regFile\[5\]\[31\],77.05
gpio_control_in_1\[4\].shift_register\[2\],77.01
clknet_leaf_779_clock_ctrl.core_clk,77.01
_09732_,76.96
_14416_,76.96
mprj_io_oe[22],76.95
clknet_leaf_743_clock_ctrl.core_clk,76.87
clknet_leaf_799_clock_ctrl.core_clk,76.87
clknet_leaf_1022_clock_ctrl.core_clk,76.79
_12984_,76.77
_14481_,76.77
_15563_,76.77
soc.core.VexRiscv.RegFilePlugin_regFile\[11\]\[1\],76.77
soc.core.VexRiscv.RegFilePlugin_regFile\[24\]\[0\],76.77
soc.core.mgmtsoc_vexriscv_i_cmd_payload_data\[2\],76.77
net84,76.77
net2387,76.77
_13022_,76.74
soc.core.VexRiscv.DBusSimplePlugin_memoryExceptionPort_payload_badAddr\[23\],76.74
clknet_leaf_1154_clock_ctrl.core_clk,76.74
gpio_control_in_2\[5\].gpio_defaults\[6\],76.735
_11304_,76.72
_12299_,76.72
_13738_,76.72
_14680_,76.72
soc.core.VexRiscv.lastStagePc\[31\],76.72
soc.core.multiregimpl2_regs1,76.72
soc.core.mgmtsoc_litespimmap_burst_adr\[27\],76.69
soc.core.VexRiscv.RegFilePlugin_regFile\[1\]\[2\],76.5
soc.core.mgmtsoc_vexriscv_i_cmd_payload_data\[7\],76.5
soc.core.la_out_storage\[6\],76.45
clknet_leaf_553_clock_ctrl.core_clk,76.45
gpio_control_in_2\[6\].shift_register\[5\],76.4
soc.core.VexRiscv.DebugPlugin_busReadDataReg\[17\],76.4
soc.core.VexRiscv.RegFilePlugin_regFile\[12\]\[21\],76.4
soc.core.mgmtsoc_master_rx_fifo_source_payload_data\[30\],76.4
mprj_io_ie[20],76.365
soc.core.VexRiscv.RegFilePlugin_regFile\[3\]\[18\],76.26
soc.core.gpioin4_gpioin4_pending,76.26
clknet_leaf_435_clock_ctrl.core_clk,76.26
clknet_leaf_585_clock_ctrl.core_clk,76.26
_05054_,76.21
_06327_,76.21
_06833_,76.21
_06856_,76.21
_08486_,76.21
_08793_,76.21
_09332_,76.21
_11254_,76.21
_12058_,76.21
_13012_,76.21
_13509_,76.21
_13595_,76.21
_15679_,76.21
gpio_control_in_1\[9\].shift_register\[2\],76.21
gpio_control_in_1\[9\].shift_register\[7\],76.21
gpio_control_in_2\[7\].shift_register\[3\],76.21
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[11\]\[26\],76.21
soc.core.VexRiscv.RegFilePlugin_regFile\[16\]\[29\],76.21
soc.core.VexRiscv.RegFilePlugin_regFile\[22\]\[0\],76.21
soc.core.mgmtsoc_master_tx_fifo_source_payload_data\[9\],76.21
soc.core.uart_rx_fifo_produce\[3\],76.21
_02245_,76.16
_03818_,76.16
_05391_,76.16
_06838_,76.16
_07295_,76.16
_15503_,76.16
gpio_control_in_1a\[2\].serial_data_out,76.16
soc.core.VexRiscv.dBusWishbone_ADR\[21\],76.16
soc.core.interface10_bank_bus_dat_r\[0\],76.16
soc.core.mgmtsoc_master_phyconfig_storage\[2\],76.13
clknet_leaf_193_clock_ctrl.core_clk,76.1
clknet_leaf_1184_clock_ctrl.core_clk,75.99
gpio_control_in_2\[0\].gpio_defaults\[0\],75.985
clknet_leaf_147_clock_ctrl.core_clk,75.94
_10225_,75.89
gpio_control_bidir_2\[0\].shift_register\[6\],75.89
gpio_control_in_1\[9\].shift_register\[0\],75.89
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[11\]\[11\],75.89
soc.core.VexRiscv.RegFilePlugin_regFile\[20\]\[11\],75.89
soc.core.dbg_uart_address\[27\],75.89
soc.core.spi_master_control_storage\[8\],75.89
clknet_leaf_693_clock_ctrl.core_clk,75.89
clknet_leaf_1025_clock_ctrl.core_clk,75.89
gpio_control_bidir_2\[2\].gpio_defaults\[5\],75.88
clknet_leaf_798_clock_ctrl.core_clk,75.84
clknet_leaf_1016_clock_ctrl.core_clk,75.76
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[10\]\[0\],75.7
_01089_,75.65
_05986_,75.65
_08502_,75.65
_14051_,75.65
soc.core.VexRiscv.RegFilePlugin_regFile\[13\]\[1\],75.65
soc.core.VexRiscv.RegFilePlugin_regFile\[17\]\[25\],75.65
soc.core.interface3_bank_bus_dat_r\[6\],75.65
soc.core.mgmtsoc_value\[16\],75.65
