net,length_um
gpio_control_in_1\[3\].gpio_defaults\[1\],38.215
gpio_control_in_1\[4\].gpio_defaults\[1\],38.215
_00233_,38.18
_01537_,38.18
_04815_,38.18
_13139_,38.18
_14218_,38.18
gpio_control_in_2\[9\].gpio_defaults\[6\],38.18
soc.core.VexRiscv.RegFilePlugin_regFile\[6\]\[14\],38.18
soc.core.mgmtsoc_master_tx_fifo_source_payload_len\[4\],38.18
gpio_drive_select_core[0],38.17
mprj_io_schmitt_sel[37],38.16
_05867_,38.15
mprj_io_pulldown_sel[22],38.14
_01193_,38.13
_01792_,38.13
_03052_,38.13
_03231_,38.13
_03946_,38.13
_04423_,38.13
_04561_,38.13
_04767_,38.13
_04778_,38.13
_05157_,38.13
_05171_,38.13
_06059_,38.13
_06599_,38.13
_07899_,38.13
_08232_,38.13
_08338_,38.13
_09716_,38.13
_09762_,38.13
_09860_,38.13
_09865_,38.13
_11189_,38.13
_11718_,38.13
_13354_,38.13
_13873_,38.13
_14641_,38.13
_15276_,38.13
_15657_,38.13
_15735_,38.13
gpio_control_in_1\[3\].serial_data_out,38.13
gpio_control_in_1a\[4\].gpio_pulldown_sel,38.13
mgmt_buffers.la_data_in_mprj\[14\],38.13
mprj_io_in[6],38.13
pll.itrim\[15\],38.13
soc.core.VexRiscv.CsrPlugin_exceptionPortCtrl_exceptionContext_badAddr\[21\],38.13
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[10\]\[24\],38.13
soc.core.VexRiscv.RegFilePlugin_regFile\[13\]\[29\],38.13
soc.core.VexRiscv.RegFilePlugin_regFile\[15\]\[26\],38.13
soc.core.VexRiscv.RegFilePlugin_regFile\[20\]\[27\],38.13
soc.core.VexRiscv.RegFilePlugin_regFile\[25\]\[12\],38.13
soc.core.VexRiscv.dBusWishbone_ADR\[8\],38.13
soc.core.VexRiscv.decode_to_execute_SRC_USE_SUB_LESS,38.13
soc.core.interface3_bank_bus_dat_r\[26\],38.13
soc.core.mgmtsoc_master_tx_fifo_source_payload_data\[23\],38.13
net98,38.13
net148,38.13
clknet_leaf_53_clock_ctrl.core_clk,38.13
clknet_leaf_575_clock_ctrl.core_clk,38.13
clknet_leaf_865_clock_ctrl.core_clk,38.13
mprj_io_pulldown_sel[8],38.11
_11771_,38.1
_12769_,38.1
_00305_,38.08
_00798_,38.08
_02220_,38.08
_02750_,38.08
_02818_,38.08
_03115_,38.08
_03302_,38.08
_03506_,38.08
_04796_,38.08
_05673_,38.08
_06036_,38.08
_06313_,38.08
_06336_,38.08
_06484_,38.08
_06609_,38.08
_07826_,38.08
_07854_,38.08
_09074_,38.08
_09081_,38.08
_11113_,38.08
_11239_,38.08
_11712_,38.08
_11784_,38.08
_12236_,38.08
_12516_,38.08
_15322_,38.08
_16245_,38.08
mgmt_buffers.la_data_in_mprj\[3\],38.08
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[0\]\[24\],38.08
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[3\]\[28\],38.08
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[8\]\[24\],38.08
soc.core.mgmtsoc_vexriscv_debug_bus_dat_r\[19\],38.08
net113,38.08
net178,38.08
net2078,38.08
net2188,38.08
net2214,38.08
soc.core.VexRiscv.RegFilePlugin_regFile\[11\]\[26\],38.05
gpio_control_in_1a\[2\].gpio_defaults\[2\],38.045
mprj_io_pulldown_sel[9],38.02
soc.core.VexRiscv.RegFilePlugin_regFile\[11\]\[12\],38
pll.ext_trim\[7\],37.99
soc.core.bus_dat_r\[26\],37.94
_11478_,37.86
gpio_control_in_2\[0\].shift_register\[1\],37.86
soc.core.VexRiscv.IBusCachedPlugin_cache._zz_banks_0_port1\[21\],37.86
soc.core.VexRiscv.RegFilePlugin_regFile\[12\]\[13\],37.86
clknet_leaf_305_clock_ctrl.core_clk,37.86
gpio_control_in_1a\[4\].gpio_defaults\[8\],37.815
_05764_,37.81
gpio_control_bidir_2\[2\].shift_register\[8\],37.81
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[5\]\[5\],37.81
soc.core.VexRiscv.RegFilePlugin_regFile\[17\]\[6\],37.81
soc.core.dbg_uart_rx_phase\[26\],37.81
soc.core.uart_phy_rx_count\[3\],37.81
clknet_leaf_309_clock_ctrl.core_clk,37.81
clknet_leaf_638_clock_ctrl.core_clk,37.81
clknet_leaf_755_clock_ctrl.core_clk,37.81
clknet_leaf_1261_clock_ctrl.core_clk,37.81
_05097_,37.76
_05281_,37.76
_10204_,37.76
_12045_,37.76
gpio_control_in_2\[10\].shift_register\[1\],37.76
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[10\]\[9\],37.76
soc.core.VexRiscv.RegFilePlugin_regFile\[11\]\[9\],37.76
soc.core.VexRiscv.RegFilePlugin_regFile\[16\]\[6\],37.76
soc.core.VexRiscv.RegFilePlugin_regFile\[26\]\[3\],37.76
clknet_leaf_1102_clock_ctrl.core_clk,37.76
mprj_io_schmitt_sel[32],37.71
mprj_io_pulldown_sel[20],37.66
mprj_io_slew_sel[37],37.65
_05148_,37.62
_11512_,37.62
gpio_control_in_1a\[2\].shift_register\[1\],37.62
soc.core.VexRiscv.RegFilePlugin_regFile\[10\]\[29\],37.62
soc.core.VexRiscv.RegFilePlugin_regFile\[4\]\[6\],37.62
soc.core.mgmtsoc_load_storage\[24\],37.62
soc.core.mgmtsoc_master_rx_fifo_source_payload_data\[10\],37.62
net395,37.62
mprj_io_pullup_sel[16],37.575
_00017_,37.57
_00053_,37.57
_00142_,37.57
_00553_,37.57
_00759_,37.57
_01025_,37.57
_01142_,37.57
_01764_,37.57
_01936_,37.57
_02112_,37.57
_04486_,37.57
_04571_,37.57
_04726_,37.57
_05050_,37.57
_06064_,37.57
_06347_,37.57
_06790_,37.57
_07379_,37.57
_07610_,37.57
_07740_,37.57
_08033_,37.57
_08042_,37.57
_08100_,37.57
_08597_,37.57
_08688_,37.57
_08916_,37.57
_10280_,37.57
_10710_,37.57
_11192_,37.57
_11869_,37.57
_12217_,37.57
_12419_,37.57
_12729_,37.57
_13170_,37.57
_15646_,37.57
_15904_,37.57
_16428_,37.57
gpio_control_in_1\[1\].pad_gpio_outen,37.57
gpio_control_in_2\[3\].mgmt_ena,37.57
gpio_control_in_2\[7\].gpio_oe_override,37.57
pll.itrim\[16\],37.57
soc.core.VexRiscv.CsrPlugin_mtval\[7\],37.57
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[5\]\[15\],37.57
soc.core.VexRiscv.RegFilePlugin_regFile\[6\]\[24\],37.57
soc.core.dbg_uart_tx_phase\[17\],37.57
soc.core.mgmtsoc_litespisdrphycore_sr_cnt\[6\],37.57
soc.core.mgmtsoc_master_tx_fifo_source_payload_data\[17\],37.57
soc.core.multiregimpl61_regs1,37.57
soc.core.storage_1\[11\]\[2\],37.57
soc.core.storage_1\[13\]\[3\],37.57
net400,37.57
clknet_leaf_231_clock_ctrl.core_clk,37.57
clknet_leaf_264_clock_ctrl.core_clk,37.57
clknet_leaf_1198_clock_ctrl.core_clk,37.57
clknet_3_1_1_clock_ctrl.core_clk,37.57
net2266,37.57
gpio_control_in_1\[4\].gpio_defaults\[7\],37.525
_00425_,37.52
_00811_,37.52
_01164_,37.52
_01545_,37.52
_01618_,37.52
_02092_,37.52
_02655_,37.52
_03085_,37.52
_03887_,37.52
_03898_,37.52
_03999_,37.52
_04432_,37.52
_04852_,37.52
_04998_,37.52
_06743_,37.52
_06826_,37.52
_06868_,37.52
_07194_,37.52
_08579_,37.52
_08934_,37.52
_08996_,37.52
_09682_,37.52
_10195_,37.52
_10246_,37.52
_11630_,37.52
_11764_,37.52
_12354_,37.52
_12417_,37.52
_13030_,37.52
_13532_,37.52
_14314_,37.52
_15069_,37.52
_15465_,37.52
_15574_,37.52
_15597_,37.52
_16430_,37.52
gpio_control_in_1a\[2\].shift_register\[6\],37.52
gpio_control_in_2\[11\].shift_register\[1\],37.52
gpio_control_in_2\[12\].pad_gpio_outen,37.52
gpio_control_in_2\[6\].gpio_pullup_sel,37.52
soc.core.VexRiscv.RegFilePlugin_regFile\[10\]\[3\],37.52
soc.core.VexRiscv.RegFilePlugin_regFile\[23\]\[10\],37.52
soc.core.VexRiscv.RegFilePlugin_regFile\[8\]\[12\],37.52
soc.core.dbg_uart_tx_phase\[29\],37.52
soc.core.multiregimpl54_regs1,37.52
soc.core.spi_master_miso_data\[3\],37.52
net2385,37.52
mprj_io_schmitt_sel[22],37.49
soc.core.VexRiscv.RegFilePlugin_regFile\[24\]\[10\],37.44
soc.core.count\[10\],37.44
gpio_control_in_2\[11\].gpio_defaults\[4\],37.345
_09263_,37.3
_10411_,37.3
soc.core.uart_phy_rx_data\[2\],37.3
clknet_leaf_270_clock_ctrl.core_clk,37.3
pll.pll_control.oscbuf\[1\],37.25
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[1\]\[8\],37.25
soc.core.VexRiscv.RegFilePlugin_regFile\[12\]\[3\],37.25
soc.core.VexRiscv.RegFilePlugin_regFile\[22\]\[5\],37.25
soc.core.VexRiscv.RegFilePlugin_regFile\[26\]\[12\],37.25
soc.core.VexRiscv.RegFilePlugin_regFile\[4\]\[29\],37.25
clknet_leaf_139_clock_ctrl.core_clk,37.25
gpio_control_in_1a\[2\].gpio_defaults\[3\],37.245
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[12\]\[1\],37.2
soc.core.mgmtsoc_master_phyconfig_storage\[13\],37.2
mprj_io_out[9],37.17
gpio_control_in_2\[3\].gpio_defaults\[4\],37.135
_02547_,37.11
_03916_,37.06
_04567_,37.06
_08834_,37.06
gpio_control_in_1\[6\].gpio_pulldown_sel,37.06
gpio_control_in_2\[8\].mgmt_ena,37.06
pll.itrim\[4\],37.06
soc.core.VexRiscv.IBusCachedPlugin_cache._zz_banks_0_port1\[13\],37.06
soc.core.VexRiscv.RegFilePlugin_regFile\[14\]\[3\],37.06
soc.core.VexRiscv.RegFilePlugin_regFile\[7\]\[28\],37.06
soc.core.uart_phy_rx_phase\[5\],37.06
gpio_control_bidir_2\[0\].gpio_defaults\[6\],37.045
_00005_,37.01
_00673_,37.01
_00814_,37.01
_00864_,37.01
_01037_,37.01
_01696_,37.01
_02542_,37.01
_02597_,37.01
_03020_,37.01
_03690_,37.01
_03914_,37.01
_04733_,37.01
_05013_,37.01
_06391_,37.01
_06537_,37.01
_07029_,37.01
_07278_,37.01
_07901_,37.01
_08603_,37.01
_09303_,37.01
_10933_,37.01
_10954_,37.01
_11110_,37.01
_11556_,37.01
_12097_,37.01
_12111_,37.01
_12709_,37.01
_13216_,37.01
_13698_,37.01
_14173_,37.01
_14345_,37.01
_14563_,37.01
_15068_,37.01
_16015_,37.01
_16071_,37.01
gpio_control_in_1\[8\].shift_register\[4\],37.01
gpio_control_in_2\[8\].serial_data_in,37.01
mgmt_buffers.la_data_in_enable\[5\],37.01
soc.core.VexRiscv.CsrPlugin_mtval\[23\],37.01
soc.core.VexRiscv.CsrPlugin_selfException_payload_badAddr\[6\],37.01
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[11\]\[15\],37.01
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[13\]\[11\],37.01
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[14\]\[7\],37.01
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[15\]\[23\],37.01
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[1\]\[6\],37.01
soc.core.VexRiscv.IBusCachedPlugin_cache.ways_0_tags\[1\]\[9\],37.01
soc.core.VexRiscv.RegFilePlugin_regFile\[23\]\[6\],37.01
soc.core.VexRiscv.RegFilePlugin_regFile\[4\]\[26\],37.01
soc.core.VexRiscv.RegFilePlugin_regFile\[5\]\[26\],37.01
soc.core.VexRiscv._zz_CsrPlugin_csrMapping_readDataInit\[14\],37.01
soc.core.mgmtsoc_litespimmap_count\[0\],37.01
soc.core.mgmtsoc_litespisdrphycore_sr_out\[29\],37.01
soc.core.multiregimpl59_regs1,37.01
soc.core.uart_phy_tx_data\[3\],37.01
soc.core.uart_tx_fifo_consume\[0\],37.01
net111,37.01
net116,37.01
clknet_leaf_81_clock_ctrl.core_clk,37.01
clknet_leaf_181_clock_ctrl.core_clk,37.01
clknet_leaf_843_clock_ctrl.core_clk,37.01
clknet_leaf_1185_clock_ctrl.core_clk,37.01
net2081,37.01
net2094,37.01
net2103,37.01
net2151,37.01
net2206,37.01
net2282,37.01
gpio_control_in_1\[0\].gpio_defaults\[8\],37.005
soc.core.VexRiscv.RegFilePlugin_regFile\[3\]\[19\],36.98
_00191_,36.96
_00211_,36.96
_00285_,36.96
_00340_,36.96
_00582_,36.96
_00720_,36.96
_00837_,36.96
_01700_,36.96
_02513_,36.96
_03951_,36.96
_04397_,36.96
_05395_,36.96
_06213_,36.96
_06819_,36.96
_06837_,36.96
_07022_,36.96
_07461_,36.96
_07922_,36.96
_07928_,36.96
_07950_,36.96
_07965_,36.96
_08271_,36.96
_09154_,36.96
_10644_,36.96
_10679_,36.96
_10759_,36.96
_11334_,36.96
_11695_,36.96
_11859_,36.96
_12253_,36.96
_12336_,36.96
_13173_,36.96
_13625_,36.96
_13938_,36.96
_14049_,36.96
_14209_,36.96
_14523_,36.96
_14817_,36.96
_16346_,36.96
gpio_control_in_1\[3\].gpio_slew_sel,36.96
gpio_control_in_1a\[4\].serial_data_out,36.96
gpio_control_in_2\[11\].gpio_slew_sel,36.96
mgmt_buffers.la_data_in_mprj_bar\[4\],36.96
mgmt_buffers.mprj_dat_i_core_bar\[0\],36.96
pll.itrim\[14\],36.96
soc.core.VexRiscv.CsrPlugin_mstatus_MPP\[0\],36.96
soc.core.VexRiscv.HazardSimplePlugin_writeBackBuffer_payload_address\[2\],36.96
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[14\]\[14\],36.96
soc.core.VexRiscv.RegFilePlugin_regFile\[1\]\[28\],36.96
soc.core.interface6_bank_bus_dat_r\[3\],36.96
soc.core.mgmtsoc_litespimmap_burst_adr\[16\],36.96
soc.core.mgmtsoc_reload_storage\[23\],36.96
soc.core.storage\[14\]\[5\],36.96
net176,36.96
net206,36.96
net214,36.96
net368,36.96
net397,36.96
clknet_leaf_695_clock_ctrl.core_clk,36.96
clknet_leaf_1174_clock_ctrl.core_clk,36.96
_12052_,36.93
soc.core.VexRiscv.RegFilePlugin_regFile\[21\]\[8\],36.93
soc.core.VexRiscv.RegFilePlugin_regFile\[30\]\[27\],36.93
gpio_control_in_1\[4\].gpio_defaults\[8\],36.915
mgmt_buffers.la_data_in_core\[58\],36.87
mprj_io_in[15],36.87
_11775_,36.74
gpio_control_in_1a\[4\].shift_register\[2\],36.74
mprj_io_pullup_sel[14],36.735
gpio_control_in_2\[2\].gpio_defaults\[4\],36.705
_11473_,36.69
_12792_,36.69
_13001_,36.69
_13495_,36.69
_14241_,36.69
_14370_,36.69
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[11\]\[30\],36.69
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[6\]\[5\],36.69
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[7\]\[23\],36.69
soc.core.VexRiscv.IBusCachedPlugin_cache.io_cpu_fetch_mmuRsp_physicalAddress\[25\],36.69
soc.core.VexRiscv.RegFilePlugin_regFile\[10\]\[12\],36.69
soc.core.VexRiscv.RegFilePlugin_regFile\[27\]\[3\],36.69
soc.core.VexRiscv.RegFilePlugin_regFile\[7\]\[25\],36.69
soc.core.dbg_uart_words_count\[2\],36.69
soc.core.mgmtsoc_vexriscv_transfer_in_progress,36.69
soc.core.storage_1\[4\]\[5\],36.69
soc.core.uart_phy_rx_phase\[26\],36.69
soc.core.user_irq_ena_storage\[0\],36.69
_05095_,36.64
_10188_,36.64
_14289_,36.64
soc.core.VexRiscv.RegFilePlugin_regFile\[30\]\[15\],36.64
soc.core.VexRiscv.RegFilePlugin_regFile\[30\]\[30\],36.64
soc.core.mgmtsoc_litespimmap_count\[5\],36.64
_00393_,36.55
mprj_io_drive_sel[21],36.54
mprj_io_pulldown_sel[29],36.54
_04824_,36.5
soc.core.VexRiscv.RegFilePlugin_regFile\[8\]\[3\],36.5
clknet_leaf_109_clock_ctrl.core_clk,36.5
clknet_leaf_722_clock_ctrl.core_clk,36.5
clknet_leaf_1203_clock_ctrl.core_clk,36.5
net2318,36.5
gpio_control_bidir_1\[0\].gpio_defaults\[2\],36.455
_00165_,36.45
_00920_,36.45
_00967_,36.45
_01325_,36.45
_02493_,36.45
_03591_,36.45
_03833_,36.45
_03968_,36.45
_06092_,36.45
_06961_,36.45
_07133_,36.45
_08573_,36.45
_08680_,36.45
_08794_,36.45
_08812_,36.45
_09634_,36.45
_10271_,36.45
_10291_,36.45
_10805_,36.45
_10821_,36.45
_12301_,36.45
_12871_,36.45
_13057_,36.45
_13195_,36.45
_13666_,36.45
_14221_,36.45
_14726_,36.45
_15144_,36.45
_15411_,36.45
_15535_,36.45
_15585_,36.45
gpio_control_bidir_1\[0\].gpio_schmitt_sel,36.45
gpio_control_bidir_1\[1\].pad_gpio_out,36.45
gpio_control_in_2\[1\].gpio_pullup_sel,36.45
gpio_control_in_2\[4\].shift_register\[9\],36.45
mgmt_buffers.la_data_in_mprj_bar\[14\],36.45
mgmt_buffers.mprj_dat_i_core_bar\[21\],36.45
pll.itrim\[13\],36.45
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[15\]\[30\],36.45
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[9\]\[20\],36.45
soc.core.VexRiscv.RegFilePlugin_regFile\[11\]\[27\],36.45
soc.core.interface10_bank_bus_dat_r\[28\],36.45
soc.core.mgmtsoc_reload_storage\[3\],36.45
soc.core.mgmtsoc_vexriscv_i_cmd_payload_data\[6\],36.45
soc.core.mgmtsoc_zero_trigger_d,36.45
soc.core.multiregimpl20_regs1,36.45
soc.core.multiregimpl49_regs0,36.45
net255,36.45
net302,36.45
net341,36.45
net345,36.45
net348,36.45
clknet_leaf_197_clock_ctrl.core_clk,36.45
clknet_leaf_441_clock_ctrl.core_clk,36.45
net2326,36.45
mprj_io_pullup_sel[11],36.425
_00291_,36.4
_00385_,36.4
_00429_,36.4
_00641_,36.4
_00670_,36.4
_00876_,36.4
_00882_,36.4
_01188_,36.4
_01212_,36.4
_02421_,36.4
_04122_,36.4
_04787_,36.4
_05904_,36.4
_06061_,36.4
_06959_,36.4
_07591_,36.4
_07948_,36.4
_08116_,36.4
_08664_,36.4
_09242_,36.4
_09512_,36.4
_10432_,36.4
_11147_,36.4
_11565_,36.4
_12218_,36.4
_12277_,36.4
_12342_,36.4
_13628_,36.4
_14381_,36.4
_14732_,36.4
_15018_,36.4
_15480_,36.4
_15663_,36.4
gpio_control_in_1\[10\].gpio_pulldown_sel,36.4
gpio_control_in_1\[1\].serial_data_out,36.4
gpio_control_in_2\[1\].shift_register\[1\],36.4
gpio_control_in_2\[6\].gpio_pulldown_sel,36.4
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[2\]\[15\],36.4
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[4\]\[23\],36.4
soc.core.VexRiscv.dBusWishbone_DAT_MISO\[1\],36.4
soc.core.mgmtsoc_value\[24\],36.4
soc.core.storage\[13\]\[1\],36.4
soc.core.uart_tx_fifo_level0\[3\],36.4
net212,36.4
net1949,36.4
mprj_io_in[16],36.39
mprj_io_pulldown_sel[25],36.38
mprj_io_pullup_sel[34],36.375
clknet_leaf_470_clock_ctrl.core_clk,36.37
gpio_control_in_2\[11\].gpio_defaults\[6\],36.365
gpio_control_in_2\[9\].gpio_defaults\[7\],36.325
gpio_control_in_1\[1\].gpio_defaults\[0\],36.305
net1809,36.26
user_io_oeb\[24\],36.26
mprj_io_ie[7],36.215
gpio_control_in_1\[3\].gpio_defaults\[5\],36.2
_04983_,36.18
soc.core.VexRiscv.RegFilePlugin_regFile\[19\]\[8\],36.18
_11214_,36.13
_12695_,36.13
_13066_,36.13
gpio_control_in_1\[10\].shift_register\[5\],36.13
soc.core.VexRiscv.CsrPlugin_mtval\[18\],36.13
soc.core.VexRiscv.CsrPlugin_mtval\[3\],36.13
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[13\]\[30\],36.13
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[3\]\[7\],36.13
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[4\]\[10\],36.13
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[8\]\[29\],36.13
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[8\]\[2\],36.13
soc.core.VexRiscv.RegFilePlugin_regFile\[1\]\[19\],36.13
soc.core.VexRiscv.RegFilePlugin_regFile\[20\]\[16\],36.13
soc.core.VexRiscv.RegFilePlugin_regFile\[5\]\[7\],36.13
soc.core.dbg_uart_tx_count\[0\],36.13
soc.core.dbg_uart_tx_count\[2\],36.13
soc.core.mgmtsoc_reload_storage\[30\],36.13
clknet_leaf_372_clock_ctrl.core_clk,36.13
clknet_leaf_931_clock_ctrl.core_clk,36.13
clknet_leaf_965_clock_ctrl.core_clk,36.13
clknet_leaf_1093_clock_ctrl.core_clk,36.13
pll.ringosc.dstage\[4\].id.out,36.08
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[13\]\[13\],36.08
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[5\]\[0\],36.08
soc.core.VexRiscv.RegFilePlugin_regFile\[24\]\[22\],36.08
soc.core.dbg_uart_count\[3\],36.08
soc.core.mgmtsoc_value_status\[24\],36.08
clknet_leaf_365_clock_ctrl.core_clk,36.08
gpio_control_in_1\[8\].gpio_defaults\[8\],36.035
mprj_io_oe[5],35.98
gpio_control_in_1\[1\].gpio_defaults\[1\],35.975
_00136_,35.94
_00952_,35.94
_01377_,35.94
_02162_,35.94
_02482_,35.94
_02574_,35.94
_06487_,35.94
_11495_,35.94
soc.core.VexRiscv.RegFilePlugin_regFile\[22\]\[3\],35.94
_00755_,35.89
_01250_,35.89
_02130_,35.89
_02132_,35.89
_02202_,35.89
_03186_,35.89
_03808_,35.89
_03841_,35.89
_03858_,35.89
_05136_,35.89
_05353_,35.89
_05728_,35.89
_06261_,35.89
_07061_,35.89
_07134_,35.89
_07406_,35.89
_07920_,35.89
_08055_,35.89
_08155_,35.89
_08357_,35.89
_08836_,35.89
_08868_,35.89
_08872_,35.89
_09168_,35.89
_09871_,35.89
_09928_,35.89
_10055_,35.89
_10720_,35.89
_10971_,35.89
_11177_,35.89
_12201_,35.89
_13871_,35.89
_13896_,35.89
_14307_,35.89
_14678_,35.89
_15157_,35.89
_15358_,35.89
_16260_,35.89
gpio_control_in_2\[13\].shift_register\[1\],35.89
gpio_control_in_2\[14\].pad_gpio_outen,35.89
gpio_control_in_2\[3\].gpio_schmitt_sel,35.89
mgmt_buffers.la_data_in_mprj\[54\],35.89
mgmt_buffers.la_data_in_mprj_bar\[37\],35.89
soc.core.VexRiscv.CsrPlugin_mtval\[6\],35.89
soc.core.VexRiscv.CsrPlugin_mtvec_base\[10\],35.89
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[11\]\[8\],35.89
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[12\]\[13\],35.89
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[12\]\[4\],35.89
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[1\]\[15\],35.89
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[1\]\[30\],35.89
soc.core.VexRiscv.RegFilePlugin_regFile\[0\]\[5\],35.89
soc.core.VexRiscv.RegFilePlugin_regFile\[10\]\[26\],35.89
soc.core.VexRiscv.RegFilePlugin_regFile\[13\]\[30\],35.89
soc.core.VexRiscv.RegFilePlugin_regFile\[19\]\[13\],35.89
soc.core.VexRiscv.RegFilePlugin_regFile\[21\]\[28\],35.89
soc.core.VexRiscv.RegFilePlugin_regFile\[29\]\[13\],35.89
soc.core.VexRiscv.RegFilePlugin_regFile\[7\]\[5\],35.89
soc.core.dbg_uart_tx_phase\[10\],35.89
soc.core.mgmtsoc_value\[5\],35.89
soc.core.spi_master_cs_storage\[11\],35.89
soc.core.storage\[10\]\[4\],35.89
soc.core.storage\[13\]\[2\],35.89
soc.core.storage_1\[15\]\[2\],35.89
net91,35.89
net201,35.89
net358,35.89
net364,35.89
clknet_leaf_239_clock_ctrl.core_clk,35.89
clknet_leaf_474_clock_ctrl.core_clk,35.89
clknet_leaf_1230_clock_ctrl.core_clk,35.89
clknet_3_5_1_clock_ctrl.core_clk,35.89
net2248,35.89
gpio_control_in_1\[1\].gpio_defaults\[8\],35.885
gpio_control_in_1\[9\].gpio_defaults\[9\],35.885
mprj_io_drive_sel[27],35.87
_00200_,35.84
_00806_,35.84
_01909_,35.84
_02140_,35.84
_02950_,35.84
_03499_,35.84
_04031_,35.84
_04593_,35.84
_04879_,35.84
_04902_,35.84
_05106_,35.84
_06117_,35.84
_06263_,35.84
_07037_,35.84
_07236_,35.84
_07356_,35.84
_07723_,35.84
_08047_,35.84
_08194_,35.84
_09297_,35.84
_10123_,35.84
_11012_,35.84
_11860_,35.84
_12739_,35.84
_12915_,35.84
_13899_,35.84
_15278_,35.84
_16284_,35.84
gpio_control_in_1\[4\].gpio_slew_sel,35.84
gpio_control_in_1a\[4\].pad_gpio_outen,35.84
gpio_control_in_2\[11\].pad_gpio_outen,35.84
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[2\]\[14\],35.84
soc.core.VexRiscv._zz_memory_ENV_CTRL\[1\],35.84
soc.core.mgmtsoc_master_tx_fifo_source_payload_data\[18\],35.84
soc.core.mgmtsoc_scratch_storage\[15\],35.84
soc.core.mgmtsoc_scratch_storage\[23\],35.84
soc.core.storage\[2\]\[4\],35.84
net162,35.84
net284,35.84
net294,35.84
clknet_leaf_466_clock_ctrl.core_clk,35.84
clknet_3_6_1_clock_ctrl.core_clk,35.84
net2135,35.84
clknet_leaf_460_clock_ctrl.core_clk,35.81
gpio_control_in_1\[0\].gpio_defaults\[9\],35.785
gpio_control_in_1\[6\].gpio_defaults\[0\],35.745
gpio_control_in_1a\[4\].gpio_defaults\[0\],35.745
soc.core.count\[18\],35.72
mgmt_buffers.la_data_in_core\[45\],35.7
mprj_io_drive_sel[10],35.69
_05236_,35.62
soc.core.VexRiscv.RegFilePlugin_regFile\[4\]\[27\],35.62
soc.core.VexRiscv.RegFilePlugin_regFile\[7\]\[8\],35.62
mprj_io_oe[11],35.58
_09536_,35.57
_09806_,35.57
_12734_,35.57
gpio_control_in_1\[10\].shift_register\[1\],35.57
pll.itrim\[20\],35.57
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[9\]\[6\],35.57
soc.core.VexRiscv.RegFilePlugin_regFile\[2\]\[5\],35.57
soc.core.VexRiscv.dBusWishbone_ADR\[23\],35.57
soc.core.mgmtsoc_reload_storage\[8\],35.57
clknet_leaf_370_clock_ctrl.core_clk,35.57
clknet_leaf_509_clock_ctrl.core_clk,35.57
_05321_,35.52
_14137_,35.52
_14363_,35.52
_15208_,35.52
pll.ringosc.dstage\[8\].id.ts,35.52
soc.core.VexRiscv.RegFilePlugin_regFile\[28\]\[24\],35.52
soc.core.VexRiscv.RegFilePlugin_regFile\[6\]\[19\],35.52
soc.core.count\[4\],35.52
soc.core.dbg_uart_tx_phase\[24\],35.52
soc.core.mgmtsoc_litespimmap_burst_adr\[2\],35.52
soc.core.mgmtsoc_litespisdrphycore_count\[2\],35.52
soc.core.mgmtsoc_load_storage\[4\],35.52
